input	lexicon	candidate	obs.prob	tab.prob	ABN	AFL	AFNL	AFLL
oE761_nak	oE_nak	oE_nek	.5	341	1	0	0	0
oe761_nak	oe_nak	oe_nak	.3	1	0	1	1	1
oe761_nak	oe_nak	oe_nek	.7	1	1	0	0	0
oi762_nak	oi_nak	oi_nak	.7	250	0	1	0	0
oi762_nak	oi_nak	oi_nek	.3	250	1	0	0	0
oE762_nak	oE_nak	oE_nak	.5	48	0	1	1	0
oE762_nak	oE_nak	oE_nek	.5	48	1	0	0	0
oe762_nak	oe_nak	oe_nak	.3	31	0	1	1	1
oe762_nak	oe_nak	oe_nek	.7	31	1	0	0	0
oi763_nak	oi_nak	oi_nak	.7	3	0	1	0	0
oi763_nak	oi_nak	oi_nek	.3	3	1	0	0	0
oE763_nak	oE_nak	oE_nak	.5	301	0	1	1	0
oE763_nak	oE_nak	oE_nek	.5	301	1	0	0	0
oe763_nak	oe_nak	oe_nak	.3	24	0	1	1	1
oe763_nak	oe_nak	oe_nek	.7	24	1	0	0	0
oi764_nak	oi_nak	oi_nak	.7	3	0	1	0	0
oi764_nak	oi_nak	oi_nek	.3	3	1	0	0	0
oE764_nak	oE_nak	oE_nak	.5	30	0	1	1	0
oE764_nak	oE_nak	oE_nek	.5	30	1	0	0	0
oe764_nak	oe_nak	oe_nak	.3	175	0	1	1	1
oe764_nak	oe_nak	oe_nek	.7	175	1	0	0	0
oi765_nak	oi_nak	oi_nak	.7	1	0	1	0	0
oi765_nak	oi_nak	oi_nek	.3	1	1	0	0	0
oE765_nak	oE_nak	oE_nak	.5	320	0	1	1	0
oE765_nak	oE_nak	oE_nek	.5	320	1	0	0	0
oe765_nak	oe_nak	oe_nak	.3	19	0	1	1	1
oe765_nak	oe_nak	oe_nek	.7	19	1	0	0	0
oi766_nak	oi_nak	oi_nak	.7	42	0	1	0	0
oi766_nak	oi_nak	oi_nek	.3	42	1	0	0	0
oE766_nak	oE_nak	oE_nak	.5	230	0	1	1	0
oE766_nak	oE_nak	oE_nek	.5	230	1	0	0	0
oe766_nak	oe_nak	oe_nak	.3	264	0	1	1	1
oe766_nak	oe_nak	oe_nek	.7	264	1	0	0	0
oi767_nak	oi_nak	oi_nak	.7	4	0	1	0	0
oi767_nak	oi_nak	oi_nek	.3	4	1	0	0	0
oE767_nak	oE_nak	oE_nak	.5	11	0	1	1	0
oE767_nak	oE_nak	oE_nek	.5	11	1	0	0	0
oe767_nak	oe_nak	oe_nak	.3	269	0	1	1	1
oe767_nak	oe_nak	oe_nek	.7	269	1	0	0	0
oi768_nak	oi_nak	oi_nak	.7	64	0	1	0	0
oi768_nak	oi_nak	oi_nek	.3	64	1	0	0	0
oE768_nak	oE_nak	oE_nak	.5	4	0	1	1	0
oE768_nak	oE_nak	oE_nek	.5	4	1	0	0	0
oe768_nak	oe_nak	oe_nak	.3	20	0	1	1	1
oe768_nak	oe_nak	oe_nek	.7	20	1	0	0	0
oi769_nak	oi_nak	oi_nak	.7	29	0	1	0	0
oi769_nak	oi_nak	oi_nek	.3	29	1	0	0	0
oE769_nak	oE_nak	oE_nak	.5	143	0	1	1	0
oE769_nak	oE_nak	oE_nek	.5	143	1	0	0	0
oe769_nak	oe_nak	oe_nak	.3	46	0	1	1	1
oe769_nak	oe_nak	oe_nek	.7	46	1	0	0	0
oi770_nak	oi_nak	oi_nak	.7	8	0	1	0	0
oi770_nak	oi_nak	oi_nek	.3	8	1	0	0	0
oE770_nak	oE_nak	oE_nak	.5	11	0	1	1	0
oE770_nak	oE_nak	oE_nek	.5	11	1	0	0	0
oe770_nak	oe_nak	oe_nak	.3	218	0	1	1	1
oe770_nak	oe_nak	oe_nek	.7	218	1	0	0	0
oi771_nak	oi_nak	oi_nak	.7	54	0	1	0	0
oi771_nak	oi_nak	oi_nek	.3	54	1	0	0	0
oE771_nak	oE_nak	oE_nak	.5	310	0	1	1	0
oE771_nak	oE_nak	oE_nek	.5	310	1	0	0	0
oe771_nak	oe_nak	oe_nak	.3	147	0	1	1	1
oe771_nak	oe_nak	oe_nek	.7	147	1	0	0	0
oi772_nak	oi_nak	oi_nak	.7	89	0	1	0	0
oi772_nak	oi_nak	oi_nek	.3	89	1	0	0	0
oE772_nak	oE_nak	oE_nak	.5	4	0	1	1	0
oE772_nak	oE_nak	oE_nek	.5	4	1	0	0	0
oe772_nak	oe_nak	oe_nak	.3	31	0	1	1	1
oe772_nak	oe_nak	oe_nek	.7	31	1	0	0	0
oi773_nak	oi_nak	oi_nak	.7	22	0	1	0	0
oi773_nak	oi_nak	oi_nek	.3	22	1	0	0	0
oE773_nak	oE_nak	oE_nak	.5	81	0	1	1	0
oE773_nak	oE_nak	oE_nek	.5	81	1	0	0	0
oe773_nak	oe_nak	oe_nak	.3	274	0	1	1	1
oe773_nak	oe_nak	oe_nek	.7	274	1	0	0	0
oi774_nak	oi_nak	oi_nak	.7	90	0	1	0	0
oi774_nak	oi_nak	oi_nek	.3	90	1	0	0	0
oE774_nak	oE_nak	oE_nak	.5	14	0	1	1	0
oE774_nak	oE_nak	oE_nek	.5	14	1	0	0	0
oe774_nak	oe_nak	oe_nak	.3	14	0	1	1	1
oe774_nak	oe_nak	oe_nek	.7	14	1	0	0	0
oi775_nak	oi_nak	oi_nak	.7	243	0	1	0	0
oi775_nak	oi_nak	oi_nek	.3	243	1	0	0	0
oE775_nak	oE_nak	oE_nak	.5	10	0	1	1	0
oE775_nak	oE_nak	oE_nek	.5	10	1	0	0	0
oe775_nak	oe_nak	oe_nak	.3	10	0	1	1	1
oe775_nak	oe_nak	oe_nek	.7	10	1	0	0	0
oi776_nak	oi_nak	oi_nak	.7	12	0	1	0	0
oi776_nak	oi_nak	oi_nek	.3	12	1	0	0	0
oE776_nak	oE_nak	oE_nak	.5	73	0	1	1	0
oE776_nak	oE_nak	oE_nek	.5	73	1	0	0	0
oe776_nak	oe_nak	oe_nak	.3	241	0	1	1	1
oe776_nak	oe_nak	oe_nek	.7	241	1	0	0	0
oi777_nak	oi_nak	oi_nak	.7	78	0	1	0	0
oi777_nak	oi_nak	oi_nek	.3	78	1	0	0	0
oE777_nak	oE_nak	oE_nak	.5	136	0	1	1	0
oE777_nak	oE_nak	oE_nek	.5	136	1	0	0	0
oe777_nak	oe_nak	oe_nak	.3	22	0	1	1	1
oe777_nak	oe_nak	oe_nek	.7	22	1	0	0	0
oi778_nak	oi_nak	oi_nak	.7	86	0	1	0	0
oi778_nak	oi_nak	oi_nek	.3	86	1	0	0	0
oE778_nak	oE_nak	oE_nak	.5	4	0	1	1	0
oE778_nak	oE_nak	oE_nek	.5	4	1	0	0	0
oe778_nak	oe_nak	oe_nak	.3	213	0	1	1	1
oe778_nak	oe_nak	oe_nek	.7	213	1	0	0	0
oi779_nak	oi_nak	oi_nak	.7	347	0	1	0	0
oi779_nak	oi_nak	oi_nek	.3	347	1	0	0	0
oE779_nak	oE_nak	oE_nak	.5	34	0	1	1	0
oE779_nak	oE_nak	oE_nek	.5	34	1	0	0	0
oe779_nak	oe_nak	oe_nak	.3	43	0	1	1	1
oe779_nak	oe_nak	oe_nek	.7	43	1	0	0	0
oi780_nak	oi_nak	oi_nak	.7	304	0	1	0	0
oi780_nak	oi_nak	oi_nek	.3	304	1	0	0	0
oE780_nak	oE_nak	oE_nak	.5	26	0	1	1	0
oE780_nak	oE_nak	oE_nek	.5	26	1	0	0	0
oe780_nak	oe_nak	oe_nak	.3	108	0	1	1	1
oe780_nak	oe_nak	oe_nek	.7	108	1	0	0	0
oi781_nak	oi_nak	oi_nak	.7	42	0	1	0	0
oi781_nak	oi_nak	oi_nek	.3	42	1	0	0	0
oE781_nak	oE_nak	oE_nak	.5	14	0	1	1	0
oE781_nak	oE_nak	oE_nek	.5	14	1	0	0	0
oe781_nak	oe_nak	oe_nak	.3	10	0	1	1	1
oe781_nak	oe_nak	oe_nek	.7	10	1	0	0	0
oi782_nak	oi_nak	oi_nak	.7	3	0	1	0	0
oi782_nak	oi_nak	oi_nek	.3	3	1	0	0	0
oE782_nak	oE_nak	oE_nak	.5	204	0	1	1	0
oE782_nak	oE_nak	oE_nek	.5	204	1	0	0	0
oe782_nak	oe_nak	oe_nak	.3	1	0	1	1	1
oe782_nak	oe_nak	oe_nek	.7	1	1	0	0	0
oi783_nak	oi_nak	oi_nak	.7	4	0	1	0	0
oi783_nak	oi_nak	oi_nek	.3	4	1	0	0	0
oE783_nak	oE_nak	oE_nak	.5	285	0	1	1	0
oE783_nak	oE_nak	oE_nek	.5	285	1	0	0	0
oe783_nak	oe_nak	oe_nak	.3	11	0	1	1	1
oe783_nak	oe_nak	oe_nek	.7	11	1	0	0	0
oi784_nak	oi_nak	oi_nak	.7	37	0	1	0	0
oi784_nak	oi_nak	oi_nek	.3	37	1	0	0	0
oE784_nak	oE_nak	oE_nak	.5	70	0	1	1	0
oE784_nak	oE_nak	oE_nek	.5	70	1	0	0	0
oe784_nak	oe_nak	oe_nak	.3	11	0	1	1	1
oe784_nak	oe_nak	oe_nek	.7	11	1	0	0	0
oi785_nak	oi_nak	oi_nak	.7	130	0	1	0	0
oi785_nak	oi_nak	oi_nek	.3	130	1	0	0	0
oE785_nak	oE_nak	oE_nak	.5	6	0	1	1	0
oE785_nak	oE_nak	oE_nek	.5	6	1	0	0	0
oe785_nak	oe_nak	oe_nak	.3	68	0	1	1	1
oe785_nak	oe_nak	oe_nek	.7	68	1	0	0	0
oi786_nak	oi_nak	oi_nak	.7	167	0	1	0	0
oi786_nak	oi_nak	oi_nek	.3	167	1	0	0	0
oE786_nak	oE_nak	oE_nak	.5	48	0	1	1	0
oE786_nak	oE_nak	oE_nek	.5	48	1	0	0	0
oe786_nak	oe_nak	oe_nak	.3	14	0	1	1	1
oe786_nak	oe_nak	oe_nek	.7	14	1	0	0	0
oi787_nak	oi_nak	oi_nak	.7	3	0	1	0	0
oi787_nak	oi_nak	oi_nek	.3	3	1	0	0	0
oE787_nak	oE_nak	oE_nak	.5	14	0	1	1	0
oE787_nak	oE_nak	oE_nek	.5	14	1	0	0	0
oe787_nak	oe_nak	oe_nak	.3	205	0	1	1	1
oe787_nak	oe_nak	oe_nek	.7	205	1	0	0	0
oi788_nak	oi_nak	oi_nak	.7	173	0	1	0	0
oi788_nak	oi_nak	oi_nek	.3	173	1	0	0	0
oE788_nak	oE_nak	oE_nak	.5	237	0	1	1	0
oE788_nak	oE_nak	oE_nek	.5	237	1	0	0	0
oe788_nak	oe_nak	oe_nak	.3	113	0	1	1	1
oe788_nak	oe_nak	oe_nek	.7	113	1	0	0	0
oi789_nak	oi_nak	oi_nak	.7	74	0	1	0	0
oi789_nak	oi_nak	oi_nek	.3	74	1	0	0	0
oE789_nak	oE_nak	oE_nak	.5	248	0	1	1	0
oE789_nak	oE_nak	oE_nek	.5	248	1	0	0	0
oe789_nak	oe_nak	oe_nak	.3	2	0	1	1	1
oe789_nak	oe_nak	oe_nek	.7	2	1	0	0	0
oi790_nak	oi_nak	oi_nak	.7	19	0	1	0	0
oi790_nak	oi_nak	oi_nek	.3	19	1	0	0	0
oE790_nak	oE_nak	oE_nak	.5	1	0	1	1	0
oE790_nak	oE_nak	oE_nek	.5	1	1	0	0	0
oe790_nak	oe_nak	oe_nak	.3	142	0	1	1	1
oe790_nak	oe_nak	oe_nek	.7	142	1	0	0	0
oi791_nak	oi_nak	oi_nak	.7	34	0	1	0	0
oi791_nak	oi_nak	oi_nek	.3	34	1	0	0	0
oE791_nak	oE_nak	oE_nak	.5	293	0	1	1	0
oE791_nak	oE_nak	oE_nek	.5	293	1	0	0	0
oe791_nak	oe_nak	oe_nak	.3	107	0	1	1	1
oe791_nak	oe_nak	oe_nek	.7	107	1	0	0	0
oi792_nak	oi_nak	oi_nak	.7	334	0	1	0	0
oi792_nak	oi_nak	oi_nek	.3	334	1	0	0	0
oE792_nak	oE_nak	oE_nak	.5	24	0	1	1	0
oE792_nak	oE_nak	oE_nek	.5	24	1	0	0	0
oe792_nak	oe_nak	oe_nak	.3	26	0	1	1	1
oe792_nak	oe_nak	oe_nek	.7	26	1	0	0	0
oi793_nak	oi_nak	oi_nak	.7	2	0	1	0	0
oi793_nak	oi_nak	oi_nek	.3	2	1	0	0	0
oE793_nak	oE_nak	oE_nak	.5	33	0	1	1	0
oE793_nak	oE_nak	oE_nek	.5	33	1	0	0	0
oe793_nak	oe_nak	oe_nak	.3	73	0	1	1	1
oe793_nak	oe_nak	oe_nek	.7	73	1	0	0	0
oi794_nak	oi_nak	oi_nak	.7	17	0	1	0	0
oi794_nak	oi_nak	oi_nek	.3	17	1	0	0	0
oE794_nak	oE_nak	oE_nak	.5	154	0	1	1	0
oE794_nak	oE_nak	oE_nek	.5	154	1	0	0	0
oe794_nak	oe_nak	oe_nak	.3	17	0	1	1	1
oe794_nak	oe_nak	oe_nek	.7	17	1	0	0	0
oi795_nak	oi_nak	oi_nak	.7	62	0	1	0	0
oi795_nak	oi_nak	oi_nek	.3	62	1	0	0	0
oE795_nak	oE_nak	oE_nak	.5	318	0	1	1	0
oE795_nak	oE_nak	oE_nek	.5	318	1	0	0	0
oe795_nak	oe_nak	oe_nak	.3	17	0	1	1	1
oe795_nak	oe_nak	oe_nek	.7	17	1	0	0	0
oi796_nak	oi_nak	oi_nak	.7	4	0	1	0	0
oi796_nak	oi_nak	oi_nek	.3	4	1	0	0	0
oE796_nak	oE_nak	oE_nak	.5	82	0	1	1	0
oE796_nak	oE_nak	oE_nek	.5	82	1	0	0	0
oe796_nak	oe_nak	oe_nak	.3	49	0	1	1	1
oe796_nak	oe_nak	oe_nek	.7	49	1	0	0	0
oi797_nak	oi_nak	oi_nak	.7	133	0	1	0	0
oi797_nak	oi_nak	oi_nek	.3	133	1	0	0	0
oE797_nak	oE_nak	oE_nak	.5	274	0	1	1	0
oE797_nak	oE_nak	oE_nek	.5	274	1	0	0	0
oe797_nak	oe_nak	oe_nak	.3	198	0	1	1	1
oe797_nak	oe_nak	oe_nek	.7	198	1	0	0	0
oi798_nak	oi_nak	oi_nak	.7	68	0	1	0	0
oi798_nak	oi_nak	oi_nek	.3	68	1	0	0	0
oE798_nak	oE_nak	oE_nak	.5	6	0	1	1	0
oE798_nak	oE_nak	oE_nek	.5	6	1	0	0	0
oe798_nak	oe_nak	oe_nak	.3	2	0	1	1	1
oe798_nak	oe_nak	oe_nek	.7	2	1	0	0	0
oi799_nak	oi_nak	oi_nak	.7	5	0	1	0	0
oi799_nak	oi_nak	oi_nek	.3	5	1	0	0	0
oE799_nak	oE_nak	oE_nak	.5	243	0	1	1	0
oE799_nak	oE_nak	oE_nek	.5	243	1	0	0	0
oe799_nak	oe_nak	oe_nak	.3	40	0	1	1	1
oe799_nak	oe_nak	oe_nek	.7	40	1	0	0	0
oi800_nak	oi_nak	oi_nak	.7	4	0	1	0	0
oi800_nak	oi_nak	oi_nek	.3	4	1	0	0	0
oE800_nak	oE_nak	oE_nak	.5	9	0	1	1	0
oE800_nak	oE_nak	oE_nek	.5	9	1	0	0	0
oe800_nak	oe_nak	oe_nak	.3	4	0	1	1	1
oe800_nak	oe_nak	oe_nek	.7	4	1	0	0	0
oi801_nak	oi_nak	oi_nak	.7	8	0	1	0	0
oi801_nak	oi_nak	oi_nek	.3	8	1	0	0	0
oE801_nak	oE_nak	oE_nak	.5	30	0	1	1	0
oE801_nak	oE_nak	oE_nek	.5	30	1	0	0	0
oe801_nak	oe_nak	oe_nak	.3	350	0	1	1	1
oe801_nak	oe_nak	oe_nek	.7	350	1	0	0	0
oi802_nak	oi_nak	oi_nak	.7	46	0	1	0	0
oi802_nak	oi_nak	oi_nek	.3	46	1	0	0	0
oE802_nak	oE_nak	oE_nak	.5	268	0	1	1	0
oE802_nak	oE_nak	oE_nek	.5	268	1	0	0	0
oe802_nak	oe_nak	oe_nak	.3	111	0	1	1	1
oe802_nak	oe_nak	oe_nek	.7	111	1	0	0	0
oi803_nak	oi_nak	oi_nak	.7	183	0	1	0	0
oi803_nak	oi_nak	oi_nek	.3	183	1	0	0	0
oE803_nak	oE_nak	oE_nak	.5	164	0	1	1	0
oE803_nak	oE_nak	oE_nek	.5	164	1	0	0	0
oe803_nak	oe_nak	oe_nak	.3	7	0	1	1	1
oe803_nak	oe_nak	oe_nek	.7	7	1	0	0	0
oi804_nak	oi_nak	oi_nak	.7	2	0	1	0	0
oi804_nak	oi_nak	oi_nek	.3	2	1	0	0	0
oE804_nak	oE_nak	oE_nak	.5	2	0	1	1	0
oE804_nak	oE_nak	oE_nek	.5	2	1	0	0	0
oe804_nak	oe_nak	oe_nak	.3	20	0	1	1	1
oe804_nak	oe_nak	oe_nek	.7	20	1	0	0	0
oi805_nak	oi_nak	oi_nak	.7	14	0	1	0	0
oi805_nak	oi_nak	oi_nek	.3	14	1	0	0	0
oE805_nak	oE_nak	oE_nak	.5	6	0	1	1	0
oE805_nak	oE_nak	oE_nek	.5	6	1	0	0	0
oe805_nak	oe_nak	oe_nak	.3	8	0	1	1	1
oe805_nak	oe_nak	oe_nek	.7	8	1	0	0	0
oi806_nak	oi_nak	oi_nak	.7	147	0	1	0	0
oi806_nak	oi_nak	oi_nek	.3	147	1	0	0	0
oE806_nak	oE_nak	oE_nak	.5	6	0	1	1	0
oE806_nak	oE_nak	oE_nek	.5	6	1	0	0	0
oe806_nak	oe_nak	oe_nak	.3	344	0	1	1	1
oe806_nak	oe_nak	oe_nek	.7	344	1	0	0	0
oi807_nak	oi_nak	oi_nak	.7	117	0	1	0	0
oi807_nak	oi_nak	oi_nek	.3	117	1	0	0	0
oE807_nak	oE_nak	oE_nak	.5	45	0	1	1	0
oE807_nak	oE_nak	oE_nek	.5	45	1	0	0	0
oe807_nak	oe_nak	oe_nak	.3	26	0	1	1	1
oe807_nak	oe_nak	oe_nek	.7	26	1	0	0	0
oi808_nak	oi_nak	oi_nak	.7	6	0	1	0	0
oi808_nak	oi_nak	oi_nek	.3	6	1	0	0	0
oE808_nak	oE_nak	oE_nak	.5	195	0	1	1	0
oE808_nak	oE_nak	oE_nek	.5	195	1	0	0	0
oe808_nak	oe_nak	oe_nak	.3	106	0	1	1	1
oe808_nak	oe_nak	oe_nek	.7	106	1	0	0	0
oi809_nak	oi_nak	oi_nak	.7	20	0	1	0	0
oi809_nak	oi_nak	oi_nek	.3	20	1	0	0	0
oE809_nak	oE_nak	oE_nak	.5	7	0	1	1	0
oE809_nak	oE_nak	oE_nek	.5	7	1	0	0	0
oe809_nak	oe_nak	oe_nak	.3	302	0	1	1	1
oe809_nak	oe_nak	oe_nek	.7	302	1	0	0	0
oi810_nak	oi_nak	oi_nak	.7	1	0	1	0	0
oi810_nak	oi_nak	oi_nek	.3	1	1	0	0	0
oE810_nak	oE_nak	oE_nak	.5	297	0	1	1	0
oE810_nak	oE_nak	oE_nek	.5	297	1	0	0	0
oe810_nak	oe_nak	oe_nak	.3	229	0	1	1	1
oe810_nak	oe_nak	oe_nek	.7	229	1	0	0	0
oi811_nak	oi_nak	oi_nak	.7	5	0	1	0	0
oi811_nak	oi_nak	oi_nek	.3	5	1	0	0	0
oE811_nak	oE_nak	oE_nak	.5	2	0	1	1	0
oE811_nak	oE_nak	oE_nek	.5	2	1	0	0	0
oe811_nak	oe_nak	oe_nak	.3	18	0	1	1	1
oe811_nak	oe_nak	oe_nek	.7	18	1	0	0	0
oi812_nak	oi_nak	oi_nak	.7	22	0	1	0	0
oi812_nak	oi_nak	oi_nek	.3	22	1	0	0	0
oE812_nak	oE_nak	oE_nak	.5	114	0	1	1	0
oE812_nak	oE_nak	oE_nek	.5	114	1	0	0	0
oe812_nak	oe_nak	oe_nak	.3	6	0	1	1	1
oe812_nak	oe_nak	oe_nek	.7	6	1	0	0	0
oi813_nak	oi_nak	oi_nak	.7	314	0	1	0	0
oi813_nak	oi_nak	oi_nek	.3	314	1	0	0	0
oE813_nak	oE_nak	oE_nak	.5	8	0	1	1	0
oE813_nak	oE_nak	oE_nek	.5	8	1	0	0	0
oe813_nak	oe_nak	oe_nak	.3	9	0	1	1	1
oe813_nak	oe_nak	oe_nek	.7	9	1	0	0	0
oi814_nak	oi_nak	oi_nak	.7	7	0	1	0	0
oi814_nak	oi_nak	oi_nek	.3	7	1	0	0	0
oE814_nak	oE_nak	oE_nak	.5	46	0	1	1	0
oE814_nak	oE_nak	oE_nek	.5	46	1	0	0	0
oe814_nak	oe_nak	oe_nak	.3	14	0	1	1	1
oe814_nak	oe_nak	oe_nek	.7	14	1	0	0	0
oi815_nak	oi_nak	oi_nak	.7	2	0	1	0	0
oi815_nak	oi_nak	oi_nek	.3	2	1	0	0	0
oE815_nak	oE_nak	oE_nak	.5	18	0	1	1	0
oE815_nak	oE_nak	oE_nek	.5	18	1	0	0	0
oe815_nak	oe_nak	oe_nak	.3	181	0	1	1	1
oe815_nak	oe_nak	oe_nek	.7	181	1	0	0	0
oi816_nak	oi_nak	oi_nak	.7	201	0	1	0	0
oi816_nak	oi_nak	oi_nek	.3	201	1	0	0	0
oE816_nak	oE_nak	oE_nak	.5	1	0	1	1	0
oE816_nak	oE_nak	oE_nek	.5	1	1	0	0	0
oe816_nak	oe_nak	oe_nak	.3	58	0	1	1	1
oe816_nak	oe_nak	oe_nek	.7	58	1	0	0	0
oi817_nak	oi_nak	oi_nak	.7	237	0	1	0	0
oi817_nak	oi_nak	oi_nek	.3	237	1	0	0	0
oE817_nak	oE_nak	oE_nak	.5	14	0	1	1	0
oE817_nak	oE_nak	oE_nek	.5	14	1	0	0	0
oe817_nak	oe_nak	oe_nak	.3	25	0	1	1	1
oe817_nak	oe_nak	oe_nek	.7	25	1	0	0	0
oi818_nak	oi_nak	oi_nak	.7	5	0	1	0	0
oi818_nak	oi_nak	oi_nek	.3	5	1	0	0	0
oE818_nak	oE_nak	oE_nak	.5	31	0	1	1	0
oE818_nak	oE_nak	oE_nek	.5	31	1	0	0	0
oe818_nak	oe_nak	oe_nak	.3	21	0	1	1	1
oe818_nak	oe_nak	oe_nek	.7	21	1	0	0	0
oi819_nak	oi_nak	oi_nak	.7	32	0	1	0	0
oi819_nak	oi_nak	oi_nek	.3	32	1	0	0	0
oE819_nak	oE_nak	oE_nak	.5	29	0	1	1	0
oE819_nak	oE_nak	oE_nek	.5	29	1	0	0	0
oe819_nak	oe_nak	oe_nak	.3	22	0	1	1	1
oe819_nak	oe_nak	oe_nek	.7	22	1	0	0	0
oi820_nak	oi_nak	oi_nak	.7	54	0	1	0	0
oi820_nak	oi_nak	oi_nek	.3	54	1	0	0	0
oE820_nak	oE_nak	oE_nak	.5	102	0	1	1	0
oE820_nak	oE_nak	oE_nek	.5	102	1	0	0	0
oe820_nak	oe_nak	oe_nak	.3	91	0	1	1	1
oe820_nak	oe_nak	oe_nek	.7	91	1	0	0	0
oi821_nak	oi_nak	oi_nak	.7	24	0	1	0	0
oi821_nak	oi_nak	oi_nek	.3	24	1	0	0	0
oE821_nak	oE_nak	oE_nak	.5	116	0	1	1	0
oE821_nak	oE_nak	oE_nek	.5	116	1	0	0	0
oe821_nak	oe_nak	oe_nak	.3	64	0	1	1	1
oe821_nak	oe_nak	oe_nek	.7	64	1	0	0	0
oi822_nak	oi_nak	oi_nak	.7	70	0	1	0	0
oi822_nak	oi_nak	oi_nek	.3	70	1	0	0	0
oE822_nak	oE_nak	oE_nak	.5	14	0	1	1	0
oE822_nak	oE_nak	oE_nek	.5	14	1	0	0	0
oe822_nak	oe_nak	oe_nak	.3	41	0	1	1	1
oe822_nak	oe_nak	oe_nek	.7	41	1	0	0	0
oi823_nak	oi_nak	oi_nak	.7	338	0	1	0	0
oi823_nak	oi_nak	oi_nek	.3	338	1	0	0	0
oE823_nak	oE_nak	oE_nak	.5	8	0	1	1	0
oE823_nak	oE_nak	oE_nek	.5	8	1	0	0	0
oe823_nak	oe_nak	oe_nak	.3	4	0	1	1	1
oe823_nak	oe_nak	oe_nek	.7	4	1	0	0	0
oi824_nak	oi_nak	oi_nak	.7	36	0	1	0	0
oi824_nak	oi_nak	oi_nek	.3	36	1	0	0	0
oE824_nak	oE_nak	oE_nak	.5	185	0	1	1	0
oE824_nak	oE_nak	oE_nek	.5	185	1	0	0	0
oe824_nak	oe_nak	oe_nak	.3	251	0	1	1	1
oe824_nak	oe_nak	oe_nek	.7	251	1	0	0	0
oi825_nak	oi_nak	oi_nak	.7	307	0	1	0	0
oi825_nak	oi_nak	oi_nek	.3	307	1	0	0	0
oE825_nak	oE_nak	oE_nak	.5	27	0	1	1	0
oE825_nak	oE_nak	oE_nek	.5	27	1	0	0	0
oe825_nak	oe_nak	oe_nak	.3	10	0	1	1	1
oe825_nak	oe_nak	oe_nek	.7	10	1	0	0	0
oi826_nak	oi_nak	oi_nak	.7	3	0	1	0	0
oi826_nak	oi_nak	oi_nek	.3	3	1	0	0	0
oE826_nak	oE_nak	oE_nak	.5	2	0	1	1	0
oE826_nak	oE_nak	oE_nek	.5	2	1	0	0	0
oe826_nak	oe_nak	oe_nak	.3	83	0	1	1	1
oe826_nak	oe_nak	oe_nek	.7	83	1	0	0	0
oi827_nak	oi_nak	oi_nak	.7	193	0	1	0	0
oi827_nak	oi_nak	oi_nek	.3	193	1	0	0	0
oE827_nak	oE_nak	oE_nak	.5	276	0	1	1	0
oE827_nak	oE_nak	oE_nek	.5	276	1	0	0	0
oe827_nak	oe_nak	oe_nak	.3	23	0	1	1	1
oe827_nak	oe_nak	oe_nek	.7	23	1	0	0	0
oi828_nak	oi_nak	oi_nak	.7	9	0	1	0	0
oi828_nak	oi_nak	oi_nek	.3	9	1	0	0	0
oE828_nak	oE_nak	oE_nak	.5	3	0	1	1	0
oE828_nak	oE_nak	oE_nek	.5	3	1	0	0	0
oe828_nak	oe_nak	oe_nak	.3	26	0	1	1	1
oe828_nak	oe_nak	oe_nek	.7	26	1	0	0	0
oi829_nak	oi_nak	oi_nak	.7	23	0	1	0	0
oi829_nak	oi_nak	oi_nek	.3	23	1	0	0	0
oE829_nak	oE_nak	oE_nak	.5	31	0	1	1	0
oE829_nak	oE_nak	oE_nek	.5	31	1	0	0	0
oe829_nak	oe_nak	oe_nak	.3	29	0	1	1	1
oe829_nak	oe_nak	oe_nek	.7	29	1	0	0	0
oi830_nak	oi_nak	oi_nak	.7	57	0	1	0	0
oi830_nak	oi_nak	oi_nek	.3	57	1	0	0	0
oE830_nak	oE_nak	oE_nak	.5	156	0	1	1	0
oE830_nak	oE_nak	oE_nek	.5	156	1	0	0	0
oe830_nak	oe_nak	oe_nak	.3	314	0	1	1	1
oe830_nak	oe_nak	oe_nek	.7	314	1	0	0	0
oi831_nak	oi_nak	oi_nak	.7	21	0	1	0	0
oi831_nak	oi_nak	oi_nek	.3	21	1	0	0	0
oE831_nak	oE_nak	oE_nak	.5	2	0	1	1	0
oE831_nak	oE_nak	oE_nek	.5	2	1	0	0	0
oe831_nak	oe_nak	oe_nak	.3	1	0	1	1	1
oe831_nak	oe_nak	oe_nek	.7	1	1	0	0	0
oi832_nak	oi_nak	oi_nak	.7	80	0	1	0	0
oi832_nak	oi_nak	oi_nek	.3	80	1	0	0	0
oE832_nak	oE_nak	oE_nak	.5	2	0	1	1	0
oE832_nak	oE_nak	oE_nek	.5	2	1	0	0	0
oe832_nak	oe_nak	oe_nak	.3	3	0	1	1	1
oe832_nak	oe_nak	oe_nek	.7	3	1	0	0	0
oi833_nak	oi_nak	oi_nak	.7	56	0	1	0	0
oi833_nak	oi_nak	oi_nek	.3	56	1	0	0	0
oE833_nak	oE_nak	oE_nak	.5	11	0	1	1	0
oE833_nak	oE_nak	oE_nek	.5	11	1	0	0	0
oe833_nak	oe_nak	oe_nak	.3	9	0	1	1	1
oe833_nak	oe_nak	oe_nek	.7	9	1	0	0	0
oi834_nak	oi_nak	oi_nak	.7	33	0	1	0	0
